state,account length,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn,account_duration,total_calls,total_min,avg_usage
KS,94,no,yes,28,233.2,88,39.64,113.3,102,9.63,118.0,71,5.31,16.1,4,4.35,0,False,mid-term,261,464.5,1.7796934865900382
CO,65,no,no,0,158.8,53,27.0,188.5,132,16.02,189.3,87,8.52,9.8,4,2.65,2,False,short-term,272,536.6,1.972794117647059
MO,85,no,no,0,126.1,112,21.44,274.7,126,23.35,184.4,95,8.3,9.8,4,2.65,1,False,mid-term,333,585.1999999999999,1.757357357357357
MA,71,no,no,0,290.4,108,49.37,253.9,92,21.58,263.3,126,11.85,10.1,5,2.73,3,True,short-term,326,807.5999999999999,2.4773006134969324
NY,112,no,yes,30,60.6,113,10.3,165.9,96,14.1,132.8,99,5.98,13.3,7,3.59,0,False,mid-term,308,359.3,1.1665584415584416
AK,110,no,no,0,148.4,95,25.23,193.8,98,16.47,206.0,106,9.27,6.9,6,1.86,0,False,mid-term,299,548.2,1.833444816053512
WI,111,no,no,0,246.5,108,41.91,216.3,89,18.39,179.6,99,8.08,12.7,3,3.43,2,False,mid-term,296,642.4,2.17027027027027
NH,74,no,no,0,298.1,112,50.68,201.3,100,17.11,214.7,88,9.66,9.7,4,2.62,2,True,short-term,300,714.1,2.380333333333333
TN,105,no,no,0,119.3,82,20.28,185.1,111,15.73,157.0,74,7.07,10.9,4,2.94,2,False,mid-term,267,461.4,1.7280898876404494
NY,40,no,no,0,242.5,82,41.23,232.9,97,19.8,154.0,86,6.93,9.6,7,2.59,0,False,short-term,265,629.4,2.3750943396226414
GA,128,yes,yes,18,222.1,89,37.76,160.6,109,13.65,218.8,102,9.85,13.6,2,3.67,0,True,mid-term,300,601.5,2.005
MN,123,no,no,0,236.2,135,40.15,273.9,88,23.28,227.0,77,10.22,10.1,6,2.73,2,True,mid-term,300,737.0999999999999,2.457
MI,122,no,no,0,144.2,87,24.51,212.2,74,18.04,169.3,87,7.62,9.5,4,2.57,0,False,mid-term,248,525.7,2.1197580645161294
ID,114,no,yes,19,154.6,100,26.28,241.6,109,20.54,160.0,112,7.2,12.6,1,3.4,3,False,mid-term,321,556.2,1.732710280373832
CT,102,no,yes,25,137.4,100,23.36,176.7,83,15.02,188.2,93,8.47,10.2,6,2.75,2,False,mid-term,276,502.3,1.819927536231884
NC,126,no,no,0,103.7,93,17.63,127.0,107,10.8,329.3,66,14.82,14.4,1,3.89,0,False,mid-term,266,560.0,2.1052631578947367
LA,150,no,no,0,136.6,112,23.22,209.4,81,17.8,161.1,78,7.25,12.2,2,3.29,4,True,mid-term,271,507.1,1.8712177121771219
NJ,60,no,no,0,289.8,101,49.27,255.6,115,21.73,242.8,76,10.93,11.7,4,3.16,2,True,short-term,292,788.2,2.699315068493151
TX,123,no,no,0,260.9,85,44.35,168.5,103,14.32,178.3,91,8.02,13.3,5,3.59,3,False,mid-term,279,607.7,2.178136200716846
CA,138,yes,no,0,196.2,129,33.35,176.5,86,15.0,232.4,108,10.46,15.2,1,4.1,0,True,mid-term,323,605.1,1.8733746130030962
MD,29,no,no,0,195.6,71,33.25,126.4,74,10.74,148.6,87,6.69,14.2,4,3.83,1,False,short-term,232,470.6,2.028448275862069
WY,111,no,no,0,222.2,96,37.77,162.5,111,13.81,184.9,120,8.32,11.9,7,3.21,4,False,mid-term,327,569.6,1.7418960244648318
TX,37,yes,no,0,172.9,119,29.39,183.0,86,15.56,226.4,100,10.19,9.8,1,2.65,0,True,short-term,305,582.3,1.9091803278688524
CA,111,no,no,0,249.8,109,42.47,242.4,106,20.6,231.8,78,10.43,11.6,4,3.13,0,True,mid-term,293,724.0,2.47098976109215
UT,81,no,no,0,154.5,84,26.27,216.2,91,18.38,229.8,82,10.34,13.7,3,3.7,1,False,short-term,257,600.5,2.3365758754863815
WA,46,no,no,0,90.4,108,15.37,276.2,77,23.48,146.5,111,6.59,12.7,2,3.43,1,False,short-term,296,513.1,1.733445945945946
MS,69,no,yes,27,268.8,78,45.7,246.6,89,20.96,271.9,102,12.24,16.4,3,4.43,0,False,short-term,269,787.3,2.9267657992565055
OH,125,no,no,0,106.1,95,18.04,157.6,113,13.4,192.5,69,8.66,8.1,3,2.19,1,False,mid-term,277,456.2,1.6469314079422381
KS,43,no,no,0,27.0,117,4.59,160.9,97,13.68,279.5,96,12.58,10.7,3,2.89,3,False,short-term,310,467.4,1.5077419354838708
RI,127,no,yes,27,140.1,59,23.82,223.4,111,18.99,257.9,73,11.61,3.8,10,1.03,1,False,mid-term,243,621.4,2.557201646090535
IN,94,no,no,0,245.0,112,41.65,180.4,91,15.33,262.9,105,11.83,9.7,6,2.62,1,False,mid-term,308,688.3,2.2347402597402595
VT,46,no,no,0,196.7,85,33.44,205.9,74,17.5,216.6,112,9.75,11.2,5,3.02,3,False,short-term,271,619.2,2.2848708487084872
MT,73,no,yes,26,131.2,98,22.3,106.5,97,9.05,221.7,96,9.98,10.2,6,2.75,2,False,short-term,291,459.4,1.5786941580756013
CT,146,no,yes,23,149.6,96,25.43,239.8,124,20.38,293.5,135,13.21,7.4,4,2.0,2,False,mid-term,355,682.9,1.9236619718309858
NM,93,no,no,0,239.8,70,40.77,251.8,99,21.4,168.6,112,7.59,10.9,10,2.94,1,False,mid-term,281,660.2,2.349466192170819
OH,52,no,yes,31,142.1,77,24.16,193.0,97,16.41,253.4,88,11.4,11.0,4,2.97,1,False,short-term,262,588.5,2.24618320610687
GA,202,no,no,0,115.4,137,19.62,178.7,70,15.19,185.7,113,8.36,6.0,3,1.62,3,False,long-term,320,479.8,1.4993750000000001
MN,129,no,yes,31,193.0,99,32.81,224.8,87,19.11,197.6,91,8.89,10.3,8,2.78,2,False,mid-term,277,615.4,2.2216606498194946
CT,94,no,no,0,206.1,49,35.04,224.6,115,19.09,256.7,74,11.55,13.0,1,3.51,1,False,mid-term,238,687.4,2.888235294117647
AL,100,no,no,0,160.3,138,27.25,221.3,92,18.81,150.4,120,6.77,11.2,2,3.02,0,False,mid-term,350,532.0,1.52
WV,43,no,no,0,199.9,108,33.98,288.4,80,24.51,180.6,103,8.13,11.3,7,3.05,1,False,short-term,291,668.9,2.2986254295532644
NH,130,no,no,0,213.1,105,36.23,206.2,108,17.53,163.4,93,7.35,8.9,3,2.4,0,False,mid-term,306,582.6999999999999,1.9042483660130716
WY,124,no,no,0,178.3,102,30.31,235.0,120,19.98,239.7,119,10.79,10.9,1,2.94,3,False,mid-term,341,653.0,1.9149560117302054
VA,92,yes,no,0,252.3,120,42.89,207.0,112,17.6,284.6,95,12.81,12.0,5,3.24,3,True,mid-term,327,743.9000000000001,2.2749235474006118
VT,48,no,no,0,197.7,64,33.61,136.7,126,11.62,244.4,81,11.0,13.2,5,3.56,4,False,short-term,271,578.8,2.1357933579335793
OH,98,no,yes,29,111.1,105,18.89,217.9,101,18.52,248.1,108,11.16,6.6,3,1.78,2,False,mid-term,314,577.1,1.8378980891719745
MT,100,no,no,0,96.5,86,16.41,210.2,133,17.87,146.4,106,6.59,12.5,3,3.38,1,True,mid-term,325,453.1,1.3941538461538463
MA,79,no,no,0,156.9,109,26.67,122.2,87,10.39,189.1,103,8.51,11.3,5,3.05,3,False,short-term,299,468.20000000000005,1.5658862876254183
VA,164,no,no,0,123.3,78,20.96,170.0,85,14.45,165.9,78,7.47,12.7,2,3.43,1,False,long-term,241,459.20000000000005,1.9053941908713694
NM,105,no,no,0,193.7,108,32.93,183.2,124,15.57,293.7,72,13.22,10.8,5,2.92,1,False,mid-term,304,670.5999999999999,2.2059210526315787
AR,89,yes,no,0,206.9,134,35.17,167.7,105,14.25,155.7,86,7.01,10.9,4,2.94,0,False,mid-term,325,530.3,1.6316923076923076
NE,126,no,no,0,249.8,96,42.47,261.9,92,22.26,166.8,108,7.51,12.7,4,3.43,3,True,mid-term,296,678.5,2.29222972972973
WY,96,no,no,0,144.0,102,24.48,224.7,73,19.1,227.7,91,10.25,10.0,7,2.7,1,False,mid-term,266,596.4,2.2421052631578946
IA,120,no,yes,33,299.5,83,50.92,163.4,84,13.89,146.7,88,6.6,11.6,5,3.13,0,False,mid-term,255,609.5999999999999,2.3905882352941172
SC,212,no,no,0,226.0,127,38.42,304.6,83,25.89,181.2,132,8.15,12.6,4,3.4,2,True,long-term,342,711.8,2.081286549707602
NC,72,no,no,0,137.6,106,23.39,143.5,94,12.2,273.7,110,12.32,9.6,6,2.59,2,False,short-term,310,554.8,1.7896774193548386
HI,155,yes,yes,26,211.7,121,35.99,139.2,123,11.83,146.7,89,6.6,11.1,3,3.0,1,False,mid-term,333,497.59999999999997,1.4942942942942943
UT,89,no,no,0,89.7,80,15.25,179.8,81,15.28,145.7,120,6.56,9.5,4,2.57,2,False,mid-term,281,415.2,1.4775800711743772
WY,126,yes,no,0,197.6,126,33.59,246.5,112,20.95,285.3,104,12.84,12.5,8,3.38,2,False,mid-term,342,729.4000000000001,2.1327485380116964
AL,172,no,no,0,270.0,102,45.9,256.6,111,21.81,168.5,104,7.58,12.0,5,3.24,2,True,long-term,317,695.1,2.192744479495268
VA,75,no,no,0,224.7,116,38.2,192.0,79,16.32,212.2,98,9.55,11.3,11,3.05,3,False,short-term,293,628.9,2.1464163822525597
WI,143,no,no,0,194.3,99,33.03,123.6,133,10.51,229.5,99,10.33,10.2,2,2.75,2,False,mid-term,331,547.4,1.6537764350453172
FL,166,yes,no,0,47.7,89,8.11,264.4,95,22.47,235.2,97,10.58,13.2,3,3.56,0,True,long-term,281,547.3,1.9476868327402133
KS,132,no,no,0,190.1,105,32.32,182.2,116,15.49,279.8,105,12.59,13.0,2,3.51,1,False,mid-term,326,652.0999999999999,2.0003067484662576
NV,94,yes,no,0,89.5,94,15.22,339.9,106,28.89,172.9,76,7.78,7.9,1,2.13,1,True,mid-term,276,602.3,2.182246376811594
NY,99,no,no,0,182.6,83,31.04,154.5,111,13.13,196.0,57,8.82,12.1,5,3.27,0,False,mid-term,251,533.1,2.1239043824701196
VA,136,no,yes,35,205.5,86,34.94,298.5,119,25.37,214.2,104,9.64,6.9,4,1.86,1,False,mid-term,309,718.2,2.324271844660194
KS,119,no,no,0,231.5,82,39.36,266.9,97,22.69,211.0,118,9.49,7.4,10,2.0,1,False,mid-term,297,709.4,2.3885521885521883
NC,115,yes,no,0,251.3,69,42.72,252.5,96,21.46,118.3,112,5.32,9.9,1,2.67,3,True,mid-term,277,622.1,2.2458483754512635
MO,160,no,no,0,171.2,103,29.1,243.5,121,20.7,178.2,92,8.02,13.0,3,3.51,2,False,mid-term,316,592.9,1.8762658227848101
ND,166,no,no,0,197.9,89,33.64,251.0,113,21.34,138.3,85,6.22,11.2,2,3.02,2,False,long-term,287,587.2,2.045993031358885
CA,120,no,no,0,134.8,94,22.92,204.1,106,17.35,238.4,109,10.73,6.7,8,1.81,1,False,mid-term,309,577.3,1.868284789644013
WV,173,no,no,0,191.4,114,32.54,168.5,138,14.32,109.3,99,4.92,10.3,3,2.78,1,False,long-term,351,469.2,1.3367521367521367
IL,156,no,no,0,174.5,65,29.67,197.4,116,16.78,238.5,86,10.73,10.6,2,2.86,0,False,mid-term,267,610.4,2.286142322097378
NY,70,no,no,0,177.4,125,30.16,226.2,104,19.23,254.1,72,11.43,10.9,4,2.94,0,False,short-term,301,657.7,2.185049833887043
NV,41,no,no,0,182.1,89,30.96,211.5,104,17.98,207.4,124,9.33,6.8,1,1.84,1,False,short-term,317,601.0,1.8958990536277602
AL,132,no,no,0,222.4,85,37.81,165.4,76,14.06,208.4,97,9.38,11.2,4,3.02,0,False,mid-term,258,596.2,2.3108527131782948
KS,47,yes,no,0,47.8,120,8.13,178.9,123,15.21,152.6,96,6.87,13.3,7,3.59,0,True,short-term,339,379.29999999999995,1.1188790560471975
ND,160,no,no,0,121.8,97,20.71,89.3,97,7.59,150.7,92,6.78,10.3,5,2.78,1,False,mid-term,286,361.79999999999995,1.2650349650349648
OK,180,no,no,0,143.5,121,24.4,189.3,111,16.09,174.9,82,7.87,8.8,5,2.38,3,False,long-term,314,507.70000000000005,1.6168789808917199
UT,93,no,no,0,164.9,68,28.03,210.4,86,17.88,229.4,104,10.32,7.8,4,2.11,2,False,mid-term,258,604.7,2.3437984496124034
OH,109,no,no,0,193.6,58,32.91,148.7,115,12.64,282.5,105,12.71,13.1,1,3.54,2,False,mid-term,278,624.8,2.247482014388489
WY,80,no,no,0,101.1,121,17.19,263.2,110,22.37,137.7,74,6.2,7.3,5,1.97,0,False,short-term,305,501.99999999999994,1.645901639344262
NM,54,no,yes,24,92.3,88,15.69,193.1,98,16.41,99.3,119,4.47,11.6,3,3.13,2,False,short-term,305,384.7,1.261311475409836
AL,121,no,no,0,168.9,128,28.71,123.9,99,10.53,266.3,105,11.98,2.9,7,0.78,2,False,mid-term,332,559.1,1.6840361445783134
DC,157,no,yes,29,219.2,102,37.26,206.0,109,17.51,192.4,117,8.66,15.0,5,4.05,1,False,mid-term,328,617.6,1.8829268292682928
ID,170,no,yes,37,178.1,130,30.28,242.8,103,20.64,243.0,93,10.93,13.0,4,3.51,0,False,long-term,326,663.9,2.0365030674846625
AR,138,no,no,0,146.5,101,24.91,284.5,142,24.18,176.0,98,7.92,14.0,6,3.78,3,False,mid-term,341,607.0,1.780058651026393
ID,92,no,yes,31,172.3,116,29.29,266.2,91,22.63,228.2,90,10.27,11.8,5,3.19,1,False,mid-term,297,666.7,2.244781144781145
TX,126,no,no,0,190.9,143,32.45,149.7,72,12.72,191.4,87,8.61,13.0,3,3.51,1,False,mid-term,302,532.0,1.7615894039735098
NM,41,no,no,0,232.1,74,39.46,327.1,88,27.8,226.5,119,10.19,10.9,2,2.94,3,True,short-term,281,785.7,2.7960854092526692
WA,167,no,no,0,169.2,124,28.76,173.3,108,14.73,216.5,64,9.74,12.4,4,3.35,4,True,long-term,296,559.0,1.8885135135135136
UT,91,no,no,0,123.8,107,21.05,319.0,125,27.12,237.6,78,10.69,7.3,4,1.97,2,False,mid-term,310,680.4,2.1948387096774193
RI,127,no,no,0,96.0,117,16.32,177.0,68,15.05,162.2,127,7.3,9.7,4,2.62,3,False,mid-term,312,435.2,1.3948717948717948
NC,88,no,yes,27,93.4,106,15.88,252.0,92,21.42,189.0,104,8.5,10.9,1,2.94,1,False,mid-term,302,534.4,1.7695364238410596
RI,113,no,no,0,90.6,130,15.4,170.6,100,14.5,137.4,74,6.18,5.4,9,1.46,1,False,mid-term,304,398.6,1.3111842105263158
NY,78,no,no,0,152.9,81,25.99,256.6,82,21.81,173.6,112,7.81,5.3,6,1.43,2,False,short-term,275,583.1,2.1203636363636362
TX,123,no,no,0,257.9,92,43.84,211.6,71,17.99,189.3,104,8.52,9.4,2,2.54,2,False,mid-term,267,658.8,2.4674157303370783
DE,136,yes,yes,29,85.2,98,14.48,230.4,85,19.58,243.6,104,10.96,9.0,3,2.43,2,False,mid-term,287,559.2,1.948432055749129
MS,68,no,yes,34,160.0,72,27.2,184.5,119,15.68,208.3,101,9.37,6.1,10,1.65,1,False,short-term,292,552.8,1.8931506849315067
OH,132,no,yes,10,182.9,54,31.09,292.4,68,24.85,142.3,116,6.4,11.5,4,3.11,0,False,mid-term,238,617.5999999999999,2.594957983193277
LA,133,no,no,0,216.2,67,36.75,222.2,133,18.89,192.0,95,8.64,3.1,1,0.84,2,False,mid-term,295,630.4,2.136949152542373
FL,127,no,no,0,261.7,105,44.49,181.8,107,15.45,100.9,131,4.54,3.3,5,0.89,0,False,mid-term,343,544.4,1.5871720116618075
WA,110,no,no,0,241.2,105,41.0,174.3,85,14.82,245.3,59,11.04,8.5,4,2.3,2,False,mid-term,249,660.8,2.6538152610441763
WV,121,no,no,0,177.2,142,30.12,123.5,88,10.5,213.2,51,9.59,8.4,6,2.27,1,False,mid-term,281,513.9,1.8288256227758006
NY,116,no,no,0,89.5,128,15.22,180.8,137,15.37,193.1,94,8.69,14.0,3,3.78,2,False,mid-term,359,463.4,1.2908077994428968
NE,112,yes,yes,16,200.3,72,34.05,197.8,91,16.81,151.1,92,6.8,10.4,3,2.81,1,False,mid-term,255,549.2,2.1537254901960785
PA,97,yes,no,0,145.0,103,24.65,294.3,93,25.02,239.8,120,10.79,11.0,2,2.97,4,True,mid-term,316,679.1,2.1490506329113925
MS,43,no,no,0,159.5,99,27.12,119.7,149,10.17,173.9,126,7.83,6.8,3,1.84,2,False,short-term,374,453.1,1.2114973262032087
IN,110,no,no,0,151.8,106,25.81,138.0,126,11.73,233.5,112,10.51,11.2,8,3.02,3,False,mid-term,344,523.3,1.521220930232558
VA,67,no,no,0,176.2,120,29.95,236.0,138,20.06,152.5,104,6.86,10.6,4,2.86,1,False,short-term,362,564.7,1.5599447513812157
MN,166,no,no,0,152.1,95,25.86,121.0,105,10.29,198.0,126,8.91,9.8,5,2.65,0,False,long-term,326,471.1,1.4450920245398773
DE,129,no,no,0,161.3,122,27.42,220.6,95,18.75,224.7,104,10.11,9.6,3,2.59,1,False,mid-term,321,606.5999999999999,1.889719626168224
OR,103,yes,no,0,171.7,78,29.19,144.5,86,12.28,157.9,106,7.11,6.8,3,1.84,3,False,mid-term,270,474.1,1.7559259259259261
UT,71,no,no,0,278.9,110,47.41,190.2,67,16.17,255.2,84,11.48,11.7,7,3.16,0,True,short-term,261,724.3,2.775095785440613
CT,112,no,yes,27,213.0,121,36.21,226.2,101,19.23,189.8,99,8.54,11.1,3,3.0,4,False,mid-term,321,629.0,1.9595015576323989
AL,8,no,yes,36,242.9,67,41.29,170.9,59,14.53,177.3,130,7.98,4.8,12,1.3,1,False,short-term,256,591.1,2.308984375
TX,98,no,no,0,217.2,121,36.92,303.4,73,25.79,197.1,71,8.87,12.4,2,3.35,0,True,mid-term,265,717.6999999999999,2.7083018867924524
CT,90,no,no,0,175.9,111,29.9,285.2,115,24.24,150.8,122,6.79,13.0,7,3.51,1,False,mid-term,348,611.9000000000001,1.7583333333333335
MS,13,no,no,0,303.2,133,51.54,170.5,86,14.49,227.6,80,10.24,11.5,3,3.11,0,True,short-term,299,701.3,2.345484949832776
AR,58,no,no,0,238.9,107,40.61,187.2,88,15.91,181.1,84,8.15,11.8,3,3.19,2,False,short-term,279,607.2,2.1763440860215058
CA,137,no,yes,22,189.6,42,32.23,179.0,137,15.22,179.6,126,8.08,11.4,5,3.08,2,False,mid-term,305,548.2,1.797377049180328
MI,116,no,no,0,133.3,94,22.66,247.8,126,21.06,219.0,78,9.86,11.3,5,3.05,5,True,mid-term,298,600.1,2.013758389261745
WV,94,no,yes,28,92.7,107,15.76,127.8,86,10.86,225.6,86,10.15,9.9,4,2.67,3,False,mid-term,279,446.1,1.5989247311827959
DE,87,no,no,0,177.2,72,30.12,248.9,105,21.16,200.8,87,9.04,8.6,7,2.32,3,False,mid-term,264,626.9000000000001,2.3746212121212125
FL,120,no,no,0,184.5,103,31.37,209.0,86,17.77,169.7,70,7.64,10.2,6,2.75,2,False,mid-term,259,563.2,2.1745173745173747
AK,97,no,yes,24,176.1,109,29.94,159.4,81,13.55,269.1,94,12.11,12.1,9,3.27,0,False,mid-term,284,604.6,2.12887323943662
ID,134,no,no,0,204.7,108,34.8,143.1,105,12.16,165.8,84,7.46,11.0,4,2.97,6,False,mid-term,297,513.5999999999999,1.7292929292929289
OH,68,no,no,0,143.6,80,24.41,134.3,65,11.42,215.6,84,9.7,15.5,5,4.19,2,False,short-term,229,493.5,2.1550218340611353
NH,93,no,no,0,179.3,93,30.48,188.8,65,16.05,253.2,88,11.39,12.1,5,3.27,1,False,mid-term,246,621.3,2.5256097560975608
MA,120,no,no,0,137.3,100,23.34,212.2,129,18.04,152.7,92,6.87,10.5,2,2.84,1,False,mid-term,321,502.2,1.564485981308411
SC,41,no,no,0,237.8,92,40.43,223.5,155,19.0,217.4,90,9.78,10.2,6,2.75,2,False,short-term,337,678.7,2.013946587537092
OR,80,no,no,0,203.7,92,34.63,216.4,97,18.39,154.2,66,6.94,7.6,5,2.05,2,False,short-term,255,574.3,2.252156862745098
OH,83,no,yes,25,191.3,95,32.52,250.7,136,21.31,249.4,86,11.22,17.6,5,4.75,2,False,mid-term,317,691.4,2.181072555205047
NC,109,yes,no,0,209.1,141,35.55,205.0,93,17.43,119.4,111,5.37,7.8,3,2.11,2,False,mid-term,345,533.5,1.546376811594203
KY,66,no,yes,33,88.8,104,15.1,109.6,94,9.32,172.7,107,7.77,7.1,9,1.92,3,False,short-term,305,371.09999999999997,1.2167213114754096
ID,104,no,no,0,97.2,88,16.52,155.6,85,13.23,261.6,105,11.77,12.4,5,3.35,0,False,mid-term,278,514.4000000000001,1.8503597122302162
WA,89,no,no,0,137.9,96,23.44,192.6,63,16.37,255.7,125,11.51,11.0,5,2.97,1,False,mid-term,284,586.2,2.0640845070422538
WV,127,no,no,0,224.3,112,38.13,185.7,103,15.78,159.4,83,7.17,10.0,1,2.7,2,False,mid-term,298,569.4,1.910738255033557
RI,117,no,yes,13,207.6,65,35.29,152.7,77,12.98,232.8,95,10.48,9.7,3,2.62,1,False,mid-term,237,593.0999999999999,2.50253164556962
KS,128,no,no,0,268.1,95,45.58,120.5,126,10.24,220.8,121,9.94,14.4,6,3.89,2,False,mid-term,342,609.4000000000001,1.78187134502924
NV,88,no,no,0,166.7,61,28.34,179.3,88,15.24,242.7,131,10.92,6.8,7,1.84,4,True,mid-term,280,588.7,2.1025
NE,61,no,no,0,267.1,104,45.41,180.4,131,15.33,230.6,106,10.38,17.3,4,4.67,1,True,short-term,341,678.1,1.9885630498533724
FL,22,no,no,0,181.8,108,30.91,198.6,148,16.88,206.6,96,9.3,9.3,3,2.51,2,False,short-term,352,587.0,1.6676136363636365
WY,78,no,no,0,147.1,80,25.01,199.7,100,16.97,160.7,106,7.23,13.7,7,3.7,0,False,short-term,286,507.49999999999994,1.7744755244755244
WA,56,no,yes,29,37.7,115,6.41,144.1,111,12.25,226.6,101,10.2,4.9,3,1.32,1,False,short-term,327,408.4,1.2489296636085627
CO,192,no,no,0,185.0,88,31.45,224.9,98,19.12,212.4,105,9.56,11.4,3,3.08,2,False,long-term,291,622.3,2.138487972508591
WI,70,no,no,0,156.4,108,26.59,171.0,116,14.54,196.1,96,8.82,8.6,4,2.32,2,False,short-term,320,523.5,1.6359375
KS,148,no,no,0,239.3,84,40.68,195.7,85,16.63,232.6,104,10.47,10.9,3,2.94,1,False,mid-term,273,667.6,2.4454212454212456
RI,65,no,yes,29,215.5,129,36.64,161.9,77,13.76,128.3,91,5.77,8.8,5,2.38,2,False,short-term,297,505.7,1.7026936026936026
MT,119,no,no,0,134.9,70,22.93,211.5,74,17.98,188.5,105,8.48,11.3,6,3.05,1,False,mid-term,249,534.9,2.148192771084337
CO,80,no,no,0,194.8,116,33.12,209.9,93,17.84,194.1,100,8.73,12.8,3,3.46,0,False,short-term,309,598.8000000000001,1.9378640776699032
CT,152,no,yes,20,239.1,105,40.65,209.1,111,17.77,268.2,130,12.07,13.3,3,3.59,5,False,mid-term,346,716.4,2.0705202312138726
FL,113,no,no,0,92.6,85,15.74,177.6,92,15.1,159.8,72,7.19,14.4,4,3.89,3,False,mid-term,249,430.0,1.7269076305220883
VT,75,no,no,0,209.4,133,35.6,211.5,121,17.98,291.2,123,13.1,7.2,4,1.94,1,False,short-term,377,712.0999999999999,1.8888594164456232
OH,80,no,no,0,197.6,83,33.59,164.5,86,13.98,94.0,98,4.23,6.4,6,1.73,1,False,short-term,267,456.1,1.708239700374532
NH,148,no,no,0,17.6,121,2.99,161.7,125,13.74,203.1,82,9.14,10.6,6,2.86,1,False,mid-term,328,382.4,1.1658536585365853
RI,63,yes,no,0,62.9,112,10.69,202.9,111,17.25,259.0,58,11.66,8.9,8,2.4,1,False,short-term,281,524.8,1.8676156583629893
FL,97,no,yes,28,202.3,97,34.39,69.2,84,5.88,257.6,64,11.59,6.7,3,1.81,1,False,mid-term,245,529.1,2.159591836734694
MD,166,no,no,0,136.1,116,23.14,181.4,93,15.42,131.4,108,5.91,11.3,4,3.05,0,False,long-term,317,448.9,1.4160883280757097
WY,94,no,no,0,207.0,109,35.19,167.4,80,14.23,238.2,117,10.72,2.6,6,0.7,1,False,mid-term,306,612.5999999999999,2.001960784313725
FL,85,no,yes,33,207.9,95,35.34,233.5,88,19.85,221.3,92,9.96,13.5,3,3.65,1,False,mid-term,275,662.7,2.409818181818182
TN,80,yes,no,0,276.5,122,47.01,195.6,79,16.63,210.3,78,9.46,7.2,3,1.94,1,True,short-term,279,682.4000000000001,2.4458781362007174
NC,210,no,yes,31,313.8,87,53.35,147.7,103,12.55,192.7,97,8.67,10.1,7,2.73,3,False,long-term,287,654.2,2.2794425087108015
IN,88,yes,yes,25,288.5,114,49.05,203.4,74,17.29,228.4,117,10.28,13.0,5,3.51,1,False,mid-term,305,720.3,2.361639344262295
IA,100,no,no,0,210.9,85,35.85,329.3,69,27.99,127.1,78,5.72,9.4,5,2.54,4,False,mid-term,232,667.3000000000001,2.876293103448276
WV,154,no,yes,35,64.9,76,11.03,184.1,91,15.65,151.6,75,6.82,14.6,1,3.94,1,False,mid-term,242,400.6,1.6553719008264465
UT,32,no,yes,26,243.5,137,41.4,236.8,108,20.13,173.3,149,7.8,9.0,9,2.43,1,False,short-term,394,653.6,1.6588832487309646
GA,18,no,no,0,197.0,97,33.49,203.7,107,17.31,202.0,105,9.09,8.7,3,2.35,3,False,short-term,309,602.7,1.950485436893204
AK,126,no,yes,31,278.0,88,47.26,253.2,65,21.52,223.2,114,10.04,8.7,4,2.35,0,False,mid-term,267,754.4000000000001,2.8254681647940076
UT,144,no,yes,37,219.9,102,37.38,222.1,77,18.88,118.5,111,5.33,10.0,4,2.7,1,False,mid-term,290,560.5,1.9327586206896552
MS,29,no,no,0,313.2,103,53.24,216.3,151,18.39,218.4,106,9.83,12.8,4,3.46,2,True,short-term,360,747.9,2.0775
AR,86,no,yes,16,145.7,88,24.77,191.0,129,16.24,215.5,82,9.7,11.3,7,3.05,0,False,mid-term,299,552.2,1.8468227424749166
AK,138,no,yes,37,75.8,102,12.89,173.6,147,14.76,162.6,96,7.32,8.2,13,2.21,0,False,mid-term,345,412.0,1.1942028985507247
AK,146,no,no,0,195.9,86,33.3,228.6,82,19.43,303.5,94,13.66,12.2,4,3.29,3,False,mid-term,262,728.0,2.7786259541984735
ME,175,no,no,0,132.0,95,22.44,231.2,74,19.65,313.4,108,14.1,8.7,10,2.35,1,False,long-term,277,676.5999999999999,2.442599277978339
WV,74,no,no,0,124.0,102,21.08,262.1,101,22.28,268.2,98,12.07,11.7,2,3.16,2,False,short-term,301,654.3,2.17375415282392
CT,48,no,no,0,171.9,98,29.22,159.0,127,13.52,139.5,101,6.28,7.6,3,2.05,2,False,short-term,326,470.4,1.4429447852760735
GA,74,no,yes,31,249.4,70,42.4,209.5,59,17.81,180.6,75,8.13,9.9,2,2.67,4,False,short-term,204,639.5,3.1348039215686274
NV,105,yes,no,0,228.4,100,38.83,145.1,108,12.33,245.3,140,11.04,7.7,7,2.08,0,False,mid-term,348,618.8,1.7781609195402297
VT,157,no,no,0,168.6,71,28.66,205.1,48,17.43,175.8,88,7.91,5.9,2,1.59,3,False,mid-term,207,549.5,2.654589371980676
DC,217,no,no,0,123.7,138,21.03,248.5,105,21.12,269.6,78,12.13,13.3,4,3.59,0,False,long-term,321,641.8,1.9993769470404983
TN,68,no,no,0,178.7,61,30.38,252.3,84,21.45,255.7,76,11.51,8.4,4,2.27,1,False,short-term,221,686.7,3.107239819004525
OR,80,no,no,0,113.2,86,19.24,185.5,97,15.77,237.3,145,10.68,9.5,5,2.57,1,False,short-term,328,536.0,1.6341463414634145
